Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
515,Johan Venegas,cr CRC,FW,cr Alajuelense,35,1988,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
516,Sergio Ventura,do DOM,FW,do Moca FC,24,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
517,Ranko Veselinović,rs SRB,DF,ca Vancouver W'caps,24,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Guillermo Villalobos,cr CRC,DF,cr Alajuelense,22,2001,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
519,Pedro Vite,ec ECU,MF,ca Vancouver W'caps,21,2002,2,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
520,Tiago Volpi,br BRA,GK,mx Toluca,33,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Giacomo Vrioni,al ALB,FW,us NE Revolution,25,1998,5,3,308,3.4,3,2,5,3,0,0,3,0,0.88,0.58,1.46,0.88,1.46,Matches
522,Kai Wagner,de GER,DF,us Philadelphia Union,26,1997,4,4,390,4.3,0,1,1,0,0,0,1,0,0,0.23,0.23,0,0.23,Matches
523,Tobias Warschewski,de GER,FW,ca Cavalry FC,25,1998,2,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
524,Taylor Washington,us USA,DF,us Nashville SC,30,1993,4,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
525,Kendall Waston,cr CRC,DF,cr Saprissa,36,1988,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Shamar Watson,jm JAM,MF,jm Cavalier FC,19,2004,2,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Akil Watts,us USA,DF,us St. Louis City,23,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Marcelo Weigandt,ar ARG,"MF,DF",us Inter Miami,24,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Michael Wentzel,de GER,DF,us St. Louis City,21,2002,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
530,Óscar Whalley,es ESP,GK,mx Guadalajara,29,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
531,Brian White,us USA,FW,ca Vancouver W'caps,27,1996,2,2,180,2,0,1,1,0,0,0,1,0,0,0.5,0.5,0,0.5,Matches
532,Jeadine White,jm JAM,GK,jm Cavalier FC,23,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
533,Joe Willis,us USA,GK,us Nashville SC,35,1988,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Bobby Wood,us USA,FW,us NE Revolution,31,1992,4,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Joshua Yaro,gh GHA,DF,us St. Louis City,29,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
536,Dru Yearwood,eng ENG,MF,us Nashville SC,23,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
537,Yaw Yeboah,gh GHA,MF,us Columbus Crew,26,1997,7,6,511,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
538,DeAndre Yedlin,us USA,MF,us FC Cincinnati,30,1993,2,2,170,1.9,0,1,1,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
539,Sean Zawadzki,us USA,"MF,DF",us Columbus Crew,23,2000,5,4,383,4.3,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
540,Alejandro Zendejas,us USA,MF,mx América,25,1998,8,8,626,7,5,2,7,5,0,0,1,0,0.72,0.29,1.01,0.72,1.01,Matches
541,Walker Zimmerman,us USA,DF,us Nashville SC,30,1993,2,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
542,Suhander Zúñiga,cr CRC,MF,cr Alajuelense,27,1997,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Nökkvi Þórisson,is ISL,"FW,MF",us St. Louis City,24,1999,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
